point_id	beta	gamma	sigma
1270	0.16214172	0.16504039	0.10863209
1271	0.20405519	0.18237483	0.12968245
1272	0.25680324	0.20152993	0.15481188
1273	0.32318661	0.22269692	0.18481080
1274	0.40673001	0.24608711	0.22062282
1275	0.10579223	0.27193401	0.26337437
1276	0.13313941	0.10107880	0.31441017
1277	0.16755580	0.11169526	0.37533552
1278	0.21086880	0.12342678	0.44806677
1279	0.26537817	0.13639048	0.53489165
1280	0.33397815	0.15071578	0.63854116
1281	0.42031115	0.16654568	0.76227552
1282	0.10932474	0.18403823	0.90998671
1283	0.13758507	0.20336804	0.11012230
1284	0.17315067	0.22472809	0.13146143
1285	0.21790993	0.24833162	0.15693559
1286	0.27423942	0.27441426	0.18734604
1287	0.34513003	0.10200072	0.22364933
1288	0.43434578	0.11271401	0.26698734
1289	0.11297521	0.12455253	0.31872325
1290	0.14217918	0.13763447	0.38048437
1291	0.17893235	0.15209043	0.45421336
1292	0.22518617	0.16806471	0.54222929
1293	0.28339656	0.18571680	0.64730067
1294	0.35665428	0.20522292	0.77273241
1295	0.44884903	0.22677779	0.92246991
1296	0.11674757	0.25059660	0.11163296
1297	0.14692669	0.27691714	0.13326482
1298	0.18490709	0.10293105	0.15908843
1299	0.23270538	0.11374205	0.18991605
1300	0.29285947	0.12568855	0.22671735
1301	0.36856334	0.13888980	0.27064987
1302	0.46383657	0.15347761	0.32309550
1303	0.12064589	0.16959759	0.38570386
1304	0.15183273	0.18741068	0.46044426
1305	0.19108133	0.20709471	0.54966760
1306	0.24047565	0.22884618	0.65618034
1307	0.30263836	0.25288224	0.78333276
1308	0.38087005	0.27944284	0.93512435
1309	0.47932456	0.10386986	0.11316434
1310	0.12467438	0.11477947	0.13509295
1311	0.15690258	0.12683493	0.16127081
1312	0.19746173	0.14015659	0.19252132
1313	0.24850539	0.15487745	0.22982746
1314	0.31274377	0.17114446	0.27436265
1315	0.39358770	0.18912002	0.32752772
1316	0.49532971	0.20898358	0.39099494
1317	0.10285535	0.23093344	0.46676063
1318	0.12944335	0.25518872	0.55720794
1319	0.16290432	0.28199158	0.66518182
1320	0.20501491	0.10481723	0.79407852
1321	0.25801105	0.11582634	0.94795239
1322	0.32470664	0.12799176	0.11471673
1323	0.40864297	0.14143493	0.13694615
1324	0.10628980	0.15629005	0.16348312
1325	0.13376560	0.17270543	0.19516233
1326	0.16834386	0.19084494	0.23298023
1327	0.21186058	0.21088967	0.27812636
1328	0.26662631	0.23303973	0.33202075
1329	0.33554893	0.25751624	0.39635862
1330	0.42228798	0.28456356	0.47316366
1331	0.10983892	0.10577325	0.56485172
1332	0.13823217	0.11688277	0.67430679
1333	0.17396504	0.12915914	0.80497170
1334	0.21893482	0.14272492	0.96095641
1335	0.27552924	0.15771554	0.11629042
1336	0.34675326	0.17428064	0.13882478
1337	0.43638862	0.19258559	0.16572578
1338	0.11350656	0.21281315	0.19783957
1339	0.14284789	0.23516523	0.23617625
1340	0.17977392	0.25986499	0.28194170
1341	0.22624528	0.28715900	0.33657541
1342	0.28472945	0.10673798	0.40179586
1343	0.35833172	0.11794883	0.47965452
1344	0.45096009	0.13033718	0.57260036
1345	0.11729666	0.14402669	0.68355693
1346	0.14761773	0.15915403	0.81601430
1347	0.18577675	0.17587021	0.97413881
1348	0.23379985	0.19434213	0.11788569
1349	0.29423687	0.21475417	0.14072918
1350	0.37029679	0.23731013	0.16799921
1351	0.46601812	0.26223516	0.20055353
1352	0.12121332	0.28977812	0.23941612
1353	0.15254684	0.10771152	0.28580937
1354	0.19198003	0.11902462	0.34119255
1355	0.24160667	0.13152595	0.40730770
1356	0.30406174	0.14534032	0.48623442
1357	0.38266139	0.16060564	0.58045529
1358	0.48157895	0.17747429	0.69293397
1359	0.12526076	0.19611468	0.82720839
1360	0.15764054	0.21671290	0.98750205
1361	0.19839045	0.23947458	0.10020983
1362	0.24967417	0.26462695	0.11962816
1363	0.31421468	0.29242112	0.14280930
1364	0.39543885	0.10869393	0.17048240
1365	0.49765938	0.12011022	0.20351791
1366	0.10006705	0.13272557	0.24295493
1367	0.12593428	0.14666594	0.29003392
1368	0.15848816	0.16207049	0.34623572
1369	0.19945719	0.17909299	0.41332812
1370	0.25101666	0.19790340	0.49342145
1371	0.31590420	0.21868949	0.58903500
1372	0.39756511	0.24165878	0.70317622
1373	0.10340840	0.26704056	0.83943535
1374	0.13013936	0.29508823	0.10158451
1375	0.16378025	0.10968530	0.12126922
1376	0.20611727	0.12120572	0.14476836
1377	0.25939837	0.13393614	0.17282108
1378	0.32645258	0.14800365	0.20630977
1379	0.41084022	0.16354870	0.24628779
1380	0.10686131	0.18072646	0.29401261
1381	0.13448485	0.19970843	0.35098538
1382	0.16924904	0.22068411	0.41899815
1383	0.21299974	0.24386289	0.50019021
1384	0.26805995	0.26947618	0.59711539
1385	0.33735317	0.29777967	0.71282240
1386	0.42455861	0.10024793	0.85095073
1387	0.11042952	0.11077712	0.10297805
1388	0.13897544	0.12241221	0.12293279
1389	0.17490044	0.13526934	0.14675429
1390	0.22011203	0.14947689	0.17519184
1391	0.27701075	0.16517667	0.20913993
1392	0.34861774	0.18252542	0.24966636
1393	0.43873506	0.20169634	0.29804587
1394	0.11411688	0.22288081	0.35580020
1395	0.14361597	0.24629032	0.42474597
1396	0.18074055	0.27215856	0.50705182
1397	0.22746180	0.10116227	0.60530662
1398	0.28626043	0.11178749	0.72260090
1399	0.36025845	0.12352870	0.86262408
1400	0.45338489	0.13650311	0.10439070
1401	0.11792736	0.15084023	0.12461918
1402	0.14841146	0.16668321	0.14876747
1403	0.18677567	0.18419020	0.17759513
1404	0.23505698	0.20353597	0.21200891
1405	0.29581897	0.22491366	0.25309129
1406	0.37228786	0.24853668	0.30213447
1407	0.46852388	0.27464086	0.36068107
1408	0.12186508	0.10208495	0.43057264
1409	0.15336708	0.11280708	0.51400756
1410	0.19301230	0.12465538	0.61361021
1411	0.24290578	0.13774812	0.73251354
1412	0.30569667	0.15221601	0.87445756
1413	0.38471894	0.16820349	0.10582273
1414	0.48416838	0.18587016	0.12632871
1415	0.10053770	0.20539238	0.15080826
1416	0.12652659	0.22696505	0.18003138
1417	0.15923357	0.25080353	0.21491725
1418	0.20039529	0.27714580	0.25656320
1419	0.25219726	0.10301604	0.30627915
1420	0.31738998	0.11383597	0.36562889
1421	0.39943496	0.12579233	0.43647923
1422	0.10389476	0.13900449	0.52105871
1423	0.13075144	0.15360434	0.62202772
1424	0.16455055	0.16973764	0.74256217
1425	0.20708669	0.18756544	0.88645337
1426	0.26061839	0.20726572	0.10727441
1427	0.32798797	0.22903515	0.12806168
1428	0.41277251	0.25309105	0.15287705
1429	0.10736391	0.27967359	0.18250105
1430	0.13511737	0.10395563	0.21786549
1431	0.17004507	0.11487424	0.26008273
1432	0.21400154	0.12693966	0.31048069
1433	0.26932071	0.14027232	0.37064459
1434	0.33893983	0.15500534	0.44246686
1435	0.42655542	0.17128578	0.52820660
1436	0.11094890	0.18927618	0.63056070
1437	0.13962908	0.20915614	0.75274864
1438	0.17572305	0.23112413	0.89861374
1439	0.22114727	0.25539944	0.10874600
1440	0.27831361	0.28222443	0.12981843
1441	0.35025738	0.10490379	0.15497421
1442	0.44079855	0.11592199	0.18500460
1443	0.11465360	0.12809745	0.22085417
1444	0.14429144	0.14155172	0.26365055
1445	0.18159062	0.15641911	0.31473986
1446	0.22853161	0.17284804	0.37572910
1447	0.28760679	0.19100253	0.44853662
1448	0.36195284	0.21106381	0.53545254
1449	0.45551728	0.23323216	0.63921074
1450	0.11848201	0.25772888	0.76307484
1451	0.14910948	0.28479854	0.91094093
1452	0.18765412	0.10586059	0.11023778
1453	0.23616252	0.11697929	0.13159928
1454	0.29721028	0.12926580	0.15710015
1455	0.37403883	0.14284278	0.18754249
1456	0.47072747	0.15784577	0.22388385
1457	0.12243824	0.17442455	0.26726731
1458	0.15408840	0.19274462	0.31905747
1459	0.19392009	0.21298888	0.38088335
1460	0.24404823	0.23535942	0.45468965
1461	0.30713444	0.26007957	0.54279788
1462	0.38652838	0.28739612	0.64797943
1463	0.48644556	0.10682612	0.77354271
1464	0.10101055	0.11804623	0.92343722
1465	0.12712167	0.13044480	0.11175002
1466	0.15998249	0.14414562	0.13340456
1467	0.20133780	0.15928545	0.15925525
1468	0.25338341	0.17601544	0.19011520
1469	0.31888275	0.19450260	0.22695509
1470	0.40131361	0.21493150	0.27093368
1471	0.10438340	0.23750608	0.32343430
1472	0.13136640	0.26245170	0.38610831
1473	0.16532448	0.29001740	0.46092708
1474	0.20806068	0.10780046	0.55024398
1475	0.26184415	0.11912290	0.65686841
1476	0.32953058	0.13163456	0.78415417
1477	0.41471389	0.14546034	0.93610493
1478	0.10786887	0.16073826	0.11328301
1479	0.13575286	0.17762084	0.13523461
1480	0.17084483	0.19627662	0.16143992
1481	0.21500804	0.21689185	0.19272320
1482	0.27058740	0.23967232	0.23006846
1483	0.34053395	0.26484547	0.27465035
1484	0.42856162	0.29266259	0.32787117
1485	0.11147072	0.10878368	0.39140495
1486	0.14028579	0.12020940	0.46725008
1487	0.17654952	0.13283517	0.55779223
1488	0.22218739	0.14678705	0.66587934
1489	0.27962259	0.16220431	0.79491120
1490	0.35190474	0.17924088	0.94894642
1491	0.44287174	0.19806682	0.11483702
1492	0.11519285	0.21887007	0.13708976
1493	0.14497008	0.24185832	0.16365455
1494	0.18244469	0.26726107	0.19536698
1495	0.22960645	0.29533190	0.23322454
1496	0.28895948	0.10977588	0.27841800
1497	0.36365520	0.12130580	0.33236891
1498	0.45765969	0.13404673	0.39677424
1499	0.11903926	0.14812586	0.47365982
1500	0.14981078	0.16368374	0.56544403
1501	0.18853671	0.18087569	0.67501387
1502	0.23727325	0.19987334	0.80581580
1503	0.29860814	0.22086634	0.96196407
1504	0.37579803	0.24406426	0.11641236
1505	0.47294143	0.26969870	0.13897035
1506	0.12301410	0.29802556	0.16589956
1507	0.15481312	0.10033071	0.19804702
1508	0.19483215	0.11086859	0.23642391
1509	0.24519606	0.12251329	0.28223734
1510	0.30857898	0.13538104	0.33692835
1511	0.38834632	0.14960032	0.40221719
1512	0.48873344	0.16531306	0.48015749
1513	0.10148563	0.18267614	0.57320079
1514	0.12771956	0.20186289	0.68427372
1515	0.16073493	0.22306485	0.81686998
1516	0.20228474	0.24649369	0.97516030
1517	0.25457514	0.27238329	0.11800930
1518	0.32038254	0.10124580	0.14087675
1519	0.40320110	0.11187980	0.16817537
1520	0.10487434	0.12363070	0.20076383
1521	0.13198425	0.13661582	0.23966718
1522	0.16610204	0.15096479	0.28610908
1523	0.20903924	0.16682085	0.34155033
1524	0.26307567	0.18434229	0.40773481
1525	0.33108045	0.20370404	0.48674429
1526	0.41666440	0.22509938	0.58106396
1527	0.10837621	0.24874191	0.69366059
1528	0.13639134	0.27486764	0.82807581
1529	0.17164836	0.10216924	0.98853755
1530	0.21601928	0.11290023	0.10031491
1531	0.27186004	0.12475831	0.11975360
1532	0.34213557	0.13786187	0.14295905
1533	0.43057726	0.15234171	0.17066117
1534	0.11199500	0.16834238	0.20373132
1535	0.14094559	0.18602364	0.24320969
1536	0.17737988	0.20556198	0.29033805
1537	0.22323239	0.22715246	0.34659879
1538	0.28093773	0.25101063	0.41376153
1539	0.35355984	0.27737465	0.49393886
1540	0.44495469	0.10310111	0.58965267
1541	0.11573463	0.11392997	0.70391358
1542	0.14565191	0.12589621	0.84031559
1543	0.18330278	0.13911927	0.10169103
1544	0.23068635	0.15373118	0.12139638
1545	0.29031853	0.16987780	0.14492016
1546	0.36536557	0.18772032	0.17300230
1547	0.45981219	0.20743687	0.20652611
1548	0.11959913	0.22922427	0.24654605
1549	0.15051538	0.25330004	0.29432091
1550	0.18942345	0.27990453	0.35135343
1551	0.23838921	0.10404147	0.41943752
1552	0.30001257	0.11496910	0.50071471
1553	0.37756551	0.12704448	0.59774153
1554	0.47516580	0.14038815	0.71356987
1555	0.12359267	0.15513333	0.85184304
1556	0.15554125	0.17142722	0.10308603
1557	0.19574850	0.18943248	0.12306170
1558	0.24634928	0.20932885	0.14690818
1559	0.31003031	0.23131498	0.17537555
1560	0.39017282	0.25561034	0.20935924
1561	0.49103208	0.28245747	0.24992817
1562	0.10196294	0.10499041	0.29835841
1563	0.12832026	0.11601771	0.35617330
1564	0.16149091	0.12820322	0.42519136
1565	0.20323614	0.14166860	0.50758352
1566	0.25577247	0.15654827	0.60594135
1567	0.32188939	0.17299077	0.72335862
1568	0.40509746	0.19116025	0.86352863
1569	0.10536759	0.21123810	0.10450017
1570	0.13260501	0.23342475	0.12474986
1571	0.16688326	0.25794170	0.14892346
1572	0.21002241	0.28503371	0.17778135
1573	0.26431298	0.10594800	0.21223123
1574	0.33263761	0.11707588	0.25335668
1575	0.41862408	0.12937254	0.30245129
1576	0.10888593	0.14296073	0.36105928
1577	0.13703283	0.15797611	0.43102414
1578	0.17245567	0.17456858	0.51454655
1579	0.21703528	0.19290378	0.61425365
1580	0.27313867	0.21316475	0.73328166
1581	0.34374473	0.23555377	0.87537452
1582	0.43260238	0.26029433	0.10593370
1583	0.11252174	0.28763344	0.12646118
1584	0.14160850	0.10691433	0.15096640
1585	0.17821414	0.11814371	0.18022016
1586	0.22428231	0.13055252	0.21514262
1587	0.28225905	0.14426464	0.25683223
1588	0.35522272	0.15941698	0.30660032
1589	0.44704743	0.17616078	0.36601230
1590	0.11627896	0.19466321	0.43693693
1591	0.14633695	0.21510898	0.52160510
1592	0.18416490	0.23770220	0.62267999
1593	0.23177133	0.26266842	0.74334082
1594	0.29168398	0.29025688	0.88738291
1595	0.36708398	0.10788948	0.10738690
1596	0.46197481	0.11922127	0.12819597
1597	0.12016164	0.13174326	0.15303736
1598	0.15122330	0.14558045	0.18269242
1599	0.19031436	0.16087098	0.21809394
1600	0.23951042	0.17776751	0.26035546
1601	0.30142361	0.19643869	0.31080626
1602	0.37934130	0.21707094	0.37103325
1603	0.47740063	0.23987023	0.44293083
1604	0.12417396	0.26506416	0.52876048
1605	0.15627280	0.29290425	0.63122191
1606	0.19666915	0.10887351	0.75353797
1607	0.24750792	0.12030866	0.89955603
1608	0.31148846	0.13294486	0.10886003
1609	0.39200790	0.14690826	0.12995456
1610	0.49334153	0.16233825	0.15513672
1611	0.10244250	0.17938888	0.18519860
1612	0.12892378	0.19823037	0.22108576
1613	0.16225045	0.21905080	0.26392701
1614	0.20419202	0.24205804	0.31506990
1615	0.25697544	0.26748176	0.37612309
1616	0.32340332	0.29557577	0.44900696
1617	0.40700274	0.10986652	0.53601402
1618	0.10586317	0.12140597	0.63988102
1619	0.13322868	0.13415742	0.76387501
1620	0.16766816	0.14824818	0.91189615
1621	0.21101020	0.16381891	0.11035337
1622	0.26555612	0.18102505	0.13173728
1623	0.33420209	0.20003838	0.15726489
1624	0.42059298	0.22104872	0.18773915
1625	0.10939805	0.24426580	0.22411861
1626	0.13767733	0.26992140	0.26754756
1627	0.17326677	0.29827165	0.31939203
1628	0.21805605	0.10041355	0.38128275
1629	0.27442331	0.11096014	0.45516644
1630	0.34536145	0.12261445	0.54336706
1631	0.43463702	0.13549283	0.64865891
1632	0.11305096	0.14972385	0.77435385
1633	0.14227452	0.16544957	0.92440554
1634	0.17905233	0.18282699	0.11186720
1635	0.22533717	0.20202958	0.13354445
1636	0.28358659	0.22324905	0.15942225
1637	0.35689343	0.24669723	0.19031456
1638	0.44915001	0.27260821	0.22719307
1639	0.11682585	0.10132940	0.27121778
1640	0.14702521	0.11197218	0.32377345
1641	0.18503108	0.12373279	0.38651319
1642	0.23286142	0.13672863	0.46141041
1643	0.29305585	0.15108945	0.55082097
1644	0.36881048	0.16695860	0.65755721
1645	0.46414760	0.18449451	0.78497644
1646	0.12072679	0.20387225	0.93708654
1647	0.15193454	0.22528526	0.11340180
1648	0.19120946	0.24894730	0.13537642
1649	0.24063690	0.27509461	0.16160920
1650	0.30284129	0.10225361	0.19292529
1651	0.38112544	0.11299346	0.23030971
1652	0.47964597	0.12486133	0.27493835
1653	0.12475798	0.13797570	0.32821498
1654	0.15700779	0.15246750	0.39181538
1655	0.19759414	0.16848139	0.46774004
1656	0.24867202	0.18617725	0.55837714
1657	0.31295347	0.20573172	0.66657758
1658	0.39385162	0.22734003	0.79574475
1659	0.49566185	0.25121790	0.94994150
1660	0.10292432	0.27760369	0.11495744
1661	0.12953015	0.10318624	0.13723351
1662	0.16301355	0.11402405	0.16382616
1663	0.20515238	0.12600016	0.19557184
1664	0.25818406	0.13923415	0.23346910
1665	0.32492437	0.15385812	0.27870995
1666	0.40891698	0.17001807	0.33271743
1667	0.10636107	0.18787533	0.39719030
1668	0.13385529	0.20760816	0.47415650
1669	0.16845675	0.22941355	0.56603696
1670	0.21200264	0.25350920	0.67572170
1671	0.26680510	0.28013566	0.80666078
1672	0.33577393	0.10412738	0.96297280
1673	0.42257114	0.11506404	0.11653443
1674	0.10991258	0.12714938	0.13911608
1675	0.13832486	0.14050408	0.16607353
1676	0.17408169	0.15526143	0.19825470
1677	0.21908163	0.17156877	0.23667183
1678	0.27571400	0.18958890	0.28253330
1679	0.34698578	0.20950170	0.33728165
1680	0.43668124	0.23150598	0.40263896
1681	0.11358267	0.25582141	0.48066098
1682	0.14294367	0.28269071	0.57380186
1683	0.17989446	0.10507710	0.68499125
1684	0.22639699	0.11611351	0.81772656
1685	0.28492038	0.12830909	0.97618286
1686	0.35857199	0.14178558	0.11813305
1687	0.45126248	0.15667754	0.14102448
1688	0.11737532	0.17313361	0.16835172
1689	0.14771671	0.19131810	0.20097436
1690	0.18590133	0.21141252	0.23991849
1691	0.23395662	0.23361750	0.28640909
1692	0.29443417	0.25815470	0.34190848
1693	0.37054509	0.28526907	0.40816236
1694	0.46633061	0.10603549	0.48725469
1695	0.12129460	0.11717256	0.58167327
1696	0.15264913	0.12947937	0.69438796
1697	0.19210877	0.14307878	0.82894413
1698	0.24176868	0.15810656	0.98957414
1699	0.30426563	0.17471273	0.10042010
1700	0.38291798	0.19306307	0.11987917
1701	0.48190187	0.21334077	0.14310896
1702	0.12534475	0.23574827	0.17084013
1703	0.15774624	0.26050927	0.20394496
1704	0.19852348	0.28787095	0.24346473
1705	0.24984159	0.10700262	0.29064250
1706	0.31442538	0.11824126	0.34696223
1707	0.39570401	0.13066032	0.41419541
1708	0.49799308	0.14438377	0.49445680
1709	0.10013415	0.15954861	0.59027098
1710	0.12601873	0.17630624	0.70465171
1711	0.15859444	0.19482395	0.84119675
1712	0.19959093	0.21528661	0.10179767
1713	0.25118498	0.23789848	0.12152368
1714	0.31611603	0.26288532	0.14507213
1715	0.39783169	0.29049656	0.17318372
1716	0.10347774	0.10797856	0.20674268
1717	0.13022662	0.11931972	0.24680458
1718	0.16389007	0.13185204	0.29462954
1719	0.20625548	0.14570066	0.35172186
1720	0.25957231	0.16100382	0.41987734
1721	0.32667148	0.17791430	0.50123976
1722	0.41111571	0.19660090	0.59836832
1723	0.10693297	0.21725019	0.71431813
1724	0.13457503	0.24006830	0.85273629
1725	0.16936253	0.26528304	0.10319413
1726	0.21314257	0.29314612	0.12319074
1727	0.26823970	0.10896341	0.14706223
1728	0.33757938	0.12040800	0.17555945
1729	0.42484329	0.13305464	0.20957877
1730	0.11050357	0.14702957	0.25019024
1731	0.13906863	0.16247230	0.29867127
1732	0.17501772	0.17953701	0.35654678
1733	0.22025962	0.19839406	0.42563722
1734	0.27719650	0.21923168	0.50811577
1735	0.34885151	0.24225792	0.60657674
1736	0.43902926	0.26770263	0.72411714
1737	0.11419340	0.29581984	0.86443413
1738	0.14371228	0.10995724	0.10460975
1739	0.18086175	0.12150622	0.12488067
1740	0.22761432	0.13426820	0.14907963
1741	0.28645238	0.14837059	0.17796778
1742	0.36050002	0.16395418	0.21245377
1743	0.45368890	0.18117453	0.25362235
1744	0.11800644	0.20020357	0.30276844
1745	0.14851098	0.22123125	0.36143789
1746	0.18690091	0.24446750	0.43147611
1747	0.23521460	0.27014429	0.51508611
1748	0.29601733	0.29851795	0.61489776
1749	0.37253750	0.10049647	0.73405059
1750	0.46883805	0.11105177	0.87629244
1751	0.12194680	0.12271570	0.10604478
1752	0.15346992	0.13560471	0.12659378
1753	0.19314173	0.14984748	0.15112470
1754	0.24306866	0.16558619	0.18040914
1755	0.30590166	0.18297795	0.21536822
1756	0.38497691	0.20219640	0.25710155
1757	0.48449304	0.22343340	0.30692182
1758	0.10060511	0.24690094	0.36639610
1759	0.12661143	0.27283332	0.43739511
1760	0.15934035	0.10141308	0.52215206
1761	0.20052966	0.11206465	0.62333293
1762	0.25236637	0.12383496	0.74412030
1763	0.31760281	0.13684154	0.88831343
1764	0.39970280	0.15121421	0.10749950
1765	0.10396442	0.16709646	0.12833040
1766	0.13083911	0.18464686	0.15319783
1767	0.16466089	0.20404059	0.18288399
1768	0.20722556	0.22547128	0.21832264
1769	0.26079314	0.24915287	0.26062847
1770	0.32820790	0.27532177	0.31113217
1771	0.41304930	0.10233804	0.37142232
1772	0.10743590	0.11308676	0.44339529
1773	0.13520797	0.12496444	0.52931494
1774	0.17015909	0.13808964	0.63188382
1775	0.21414503	0.15259340	0.75432814
1776	0.26950130	0.16862051	0.90049931
1777	0.33916710	0.18633098	0.10897418
1778	0.42684144	0.20590160	0.13009083
1779	0.11102330	0.22752776	0.15529940
1780	0.13972271	0.25142534	0.18539280
1781	0.17584088	0.27783292	0.22131759
1782	0.22129556	0.10327145	0.26420377
1783	0.27850023	0.11411820	0.31540029
1784	0.35049225	0.12610421	0.37651750
1785	0.44109413	0.13934912	0.44947779
1786	0.11473048	0.15398517	0.53657609
1787	0.14438819	0.17015847	0.64055200
1788	0.18171239	0.18803046	0.76467602
1789	0.22868485	0.20777959	0.91285237
1790	0.28779964	0.22960299	0.11046909
1791	0.36219555	0.25371854	0.13187542
1792	0.45582272	0.28036698	0.15742980
1793	0.11856145	0.10421336	0.18793601
1794	0.14920947	0.11515905	0.22435362
1795	0.18777996	0.12725438	0.26782812
1796	0.23632088	0.14062010	0.31972695
1797	0.29740958	0.15538964	0.38168256
1798	0.37428964	0.17171044	0.45564373
1799	0.47104312	0.18974545	0.54393684
1800	0.12252034	0.20967470	0.64933910
1801	0.15419173	0.23169715	0.77516585
1802	0.19405012	0.25603265	0.92537488
1803	0.24421188	0.28292414	0.11198451
1804	0.30734039	0.10516387	0.13368449
1805	0.38678756	0.11620939	0.15958942
1806	0.48677174	0.12841504	0.19051412
1807	0.10107828	0.14190266	0.22743131
1808	0.12720691	0.15680691	0.27150218
1809	0.16008977	0.17327658	0.32411297
1810	0.20147280	0.19147608	0.38691849
1811	0.25355331	0.21158710	0.46189425
1812	0.31909658	0.23381041	0.55139857
1813	0.40158271	0.25836787	0.65824673
1814	0.10445339	0.28550463	0.78579957
1815	0.13145449	0.10612305	0.93806918
1816	0.16543533	0.11726931	0.11352071
1817	0.20820019	0.12958628	0.13551837
1818	0.26201972	0.14319693	0.16177867
1819	0.32975155	0.15823711	0.19312760
1820	0.41499198	0.17485700	0.23055121
1821	0.10794120	0.19322249	0.27522665
1822	0.13584389	0.21351694	0.32855915
1823	0.17095939	0.23594294	0.39222624
1824	0.21515221	0.26072438	0.46823052
1825	0.27076884	0.28810866	0.55896266
1826	0.34076230	0.10709097	0.66727656
1827	0.42884899	0.11833890	0.79657918
1828	0.11154547	0.13076821	0.95093761
1829	0.14037986	0.14450299	0.11507799
1830	0.17666790	0.15968036	0.13737741
1831	0.22233637	0.17645183	0.16399795
1832	0.27981009	0.19498483	0.19577692
1833	0.35214071	0.21546438	0.23371391
1834	0.44316871	0.23809493	0.27900221
1835	0.11527009	0.26310239	0.33306632
1836	0.14506729	0.29073643	0.39760680
1837	0.18256703	0.10806773	0.47465371
1838	0.22976042	0.11941824	0.56663051
1839	0.28915324	0.13196092	0.67643027
1840	0.36389905	0.14582097	0.80750665
1841	0.45796657	0.16113677	0.96398258
1842	0.11911908	0.17806121	0.11665663
1843	0.14991124	0.19676324	0.13926196
1844	0.18866313	0.21742958	0.16624767
1845	0.23743236	0.24026654	0.19846259
1846	0.29880837	0.26550209	0.23692000
1847	0.37605002	0.29338818	0.28282957
1848	0.47325856	0.10905339	0.33763533
1849	0.12309659	0.12050743	0.40306117
1850	0.15491693	0.13316451	0.48116501
1851	0.19496279	0.14715098	0.57440355
1852	0.24536047	0.16260646	0.68570954
1853	0.30878590	0.17968527	0.81858403
1854	0.38860672	0.19855788	0.97720650
1855	0.48906116	0.21941271	0.11825692
1856	0.10155368	0.24245796	0.14117235
1857	0.12780520	0.26792368	0.16852826
1858	0.16084271	0.29606411	0.20118510
1859	0.20242038	0.11004804	0.24017007
1860	0.25474584	0.12160655	0.28670942
1861	0.32059737	0.13437907	0.34226701
1862	0.40347146	0.14849311	0.40859036
1863	0.10494467	0.16408956	0.48776563
1864	0.13207275	0.18132414	0.58228322
1865	0.16621342	0.20036888	0.69511611
1866	0.20917941	0.22141393	0.82981337
1867	0.26325207	0.24466936	0.99061182
1868	0.33130246	0.27036736	0.10052540
1869	0.41694379	0.29876445	0.12000488
1870	0.10844888	0.10057945	0.14325902
1871	0.13648280	0.11114347	0.17101928
1872	0.17176346	0.12281703	0.20415882
1873	0.21616413	0.13571669	0.24372003
1874	0.27204233	0.14997122	0.29094727
1875	0.34236499	0.16572292	0.34732606
1876	0.43086598	0.18312905	0.41462974
1877	0.11207010	0.20236337	0.49497529
1878	0.14104010	0.22361789	0.59088995
1879	0.17749882	0.24710482	0.70539061
1880	0.22338208	0.27305861	0.84207884
1881	0.28112611	0.10149682	0.10190441
1882	0.35379692	0.11215718	0.12165111
1883	0.44525305	0.12393722	0.14522425
1884	0.11581224	0.13695453	0.17336532
1885	0.14574958	0.15133907	0.20695947
1886	0.18342569	0.16723444	0.24706338
1887	0.23084104	0.18479933	0.29493849
1888	0.29051321	0.20420908	0.35209068
1889	0.36561057	0.22565746	0.42031763
1890	0.46012051	0.24935861	0.50176537
1891	0.11967933	0.27554912	0.59899578
1892	0.15061631	0.10242255	0.71506717
1893	0.18955047	0.11318014	0.85363048
1894	0.23854906	0.12506762	0.10330234
1895	0.30021375	0.13820366	0.12331992
1896	0.37781868	0.15271940	0.14721644
1897	0.47548442	0.16875975	0.17574354
1898	0.12367555	0.18648484	0.20979854
1899	0.15564554	0.20607163	0.25045259
1900	0.19587975	0.22771564	0.29898446
1901	0.24651447	0.25163295	0.35692066
1902	0.31023820	0.27806234	0.42608355
1903	0.39043445	0.10335672	0.50864859
1904	0.49136134	0.11421243	0.60721280
1905	0.10203132	0.12620834	0.72487646
1906	0.12840630	0.13946419	0.86534059
1907	0.16159920	0.15411232	0.10471944
1908	0.20337242	0.17029897	0.12501162
1909	0.25594398	0.18818573	0.14923595
1910	0.32210523	0.20795116	0.17815440
1911	0.40536909	0.22979258	0.21267656
1912	0.10543825	0.25392804	0.25388830
1913	0.13269392	0.28059849	0.30308593
1914	0.16699516	0.10429942	0.36181690
1915	0.21016324	0.11525414	0.43192856
1916	0.26449022	0.12735946	0.51562623
1917	0.33286066	0.14073621	0.61554255
1918	0.41890479	0.15551795	0.73482032
1919	0.10895894	0.17185223	0.87721133
1920	0.13712471	0.18990213	0.10615598
1921	0.17257131	0.20984784	0.12672653
1922	0.21718081	0.23188847	0.15128317
1923	0.27332182	0.25624407	0.18059832
1924	0.34397522	0.28315777	0.21559405
1925	0.43289246	0.10525071	0.25737114
1926	0.11259719	0.11630535	0.30724366
1927	0.14170345	0.12852108	0.36678031
1928	0.17833364	0.14201984	0.43785376
1929	0.22443270	0.15693639	0.52269959
1930	0.28244832	0.17341966	0.62398656
1931	0.35546092	0.19163419	0.74490059
1932	0.44734719	0.21176181	0.88924492
1933	0.11635693	0.23400348	0.10761223
1934	0.14643508	0.25858121	0.12846497
